# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "data/7/genes.gtf" "-o" "feature_counts.txt" "data/7/SRR453566_mapped.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR453566_mapped.bam
YBR017C	II	270947	273703	-	2757	1455
YBR018C	II	274427	275527	-	1101	27
YBR019C	II	276253	278352	-	2100	125
YBR020W	II	279021	280607	+	1587	77
YBR021W	II	281443	283344	+	1902	767
YBR022W	II	283738	284271	+	534	389
YBR023C	II	284428	287925	-	3498	2242
YBR024W	II	289445	290350	+	906	208
YBR025C	II	290681	291865	-	1185	6726
YBR026C	II	292877	294019	-	1143	296
YBR027C	II	294024	294356	-	333	16
YBR028C	II	294425	296002	-	1578	730
YBR029C	II	296369	297742	-	1374	2385
YBR030W	II	298292	299950	+	1659	409
YBR031W	II	300166	301254	+	1089	11179
YBR032W	II	301519	301821	+	303	15
YBR033W	II	301944	304703	+	2760	220
YBR034C	II	304930	305976	-	1047	1486
YBR035C	II	306269	306955	-	687	1487
snR161	II	307185	307345	-	161	9
TLC1	II	307587	308887	+	1301	1180
YBR036C	II	309081	310313	-	1233	2564
YBR037C	II	310565	311452	-	888	504
YBR038W	II	311898	314789	+	2892	1261
YBR039W	II	315575	316510	+	936	3171
YBR040W	II	316968	317864	+	897	4
YBR041W	II	318266	320275	+	2010	1283
YBR042C	II	320416	321609	-	1194	746
YBR043C	II	321876	323945	-	2070	733
YBR044C	II	324341	326059	-	1719	717
tV(UAC)B	II	326792	326865	-	74	0
YBR045C	II	328173	330092	-	1920	159
YBR046C	II	330507	331511	-	1005	187
YBR047W	II	331833	332360	+	528	64
YBR048W	II;II	332831;333387	332875;333812	+;+	471	9122
YBR049C	II	334386	336818	-	2433	1469
YBR050C	II	337183	338199	-	1017	41
YBR051W	II	337988	338338	+	351	4
YBR052C	II	338720	339352	-	633	777
YBR053C	II	339675	340751	-	1077	389
YBR054W	II	343101	344135	+	1035	486
YBR055C	II	344602	347301	-	2700	699
tL(UAA)B2	II	347603	347686	+	84	2
YBR056W	II	347879	349384	+	1506	583
tQ(UUG)B	II	350827	350898	+	72	1
YBR056W-A	II	351255	351455	+	201	10
YBR056C-B	II	351293	351451	-	159	0
YBR057C	II	352193	353293	-	1101	490
YBR058C	II	353672	356017	-	2346	926
YBR058C-A	II	356324	356566	-	243	1194
YBR059C	II	356861	360187	-	3327	1041
YBR060C	II	360652	362514	-	1863	591
YBR061C	II	364787	365719	-	933	522
YBR062C	II;II	365976;366585	366502;366600	-;-	543	464
YBR063C	II	366970	368184	-	1215	224
YBR064W	II	367763	368191	+	429	2
YBR065C	II	368584	369678	-	1095	302
YBR066C	II	370037	370699	-	663	362
YBR067C	II	372103	372735	-	633	236
YBR068C	II	373861	375690	-	1830	423
YBR069C	II	376574	378433	-	1860	147
YBR070C	II	379221	379934	-	714	429
YBR071W	II	380411	381046	+	636	713
YBR072W	II	382030	382674	+	645	312
YBR072C-A	II	382860	383021	-	162	2
YBR073W	II	383112	385988	+	2877	1624
YBR074W	II	386286	389216	+	2931	1427
YBR076W	II	390227	391291	+	1065	24
YBR076C-A	II	391351	391617	-	267	114
YBR077C	II	391805	392293	-	489	383
YBR078W	II;II	393123;393511	393180;394742	+;+	1290	12575
YBR079C	II	395383	398277	-	2895	4483
YBR080C	II	398614	400890	-	2277	1235
YBR081C	II	401253	405251	-	3999	1219
tR(UCU)B	II	405878	405949	+	72	0
tD(GUC)B	II	405960	406031	+	72	0
YBR082C	II;II	406628;407123	407027;407169	-;-	447	2681
YBR083W	II	409169	410629	+	1461	813
YBR084W	II	411054	413981	+	2928	4484
YBR084C-A	II;II	414186;415260	414753;415261	-;-	570	10066
YBR085W	II	415983	416906	+	924	96
YBR085C-A	II	418907	419164	-	258	1207
YBR086C	II	420201	423041	-	2841	2515
YBR087W	II	423765	424829	+	1065	606
YBR088C	II	424990	425766	-	777	129
YBR089W	II	425183	425782	+	600	1
YBR089C-A	II	426190	426489	-	300	252
YBR090C	II;II	426333;426874	426516;427058	-;-	369	9
YBR091C	II	427155	427484	-	330	309
YBR092C	II	427698	429101	-	1404	135
YBR093C	II	429548	430951	-	1404	37
YBR094W	II	432036	434297	+	2262	716
YBR095C	II	434406	435698	-	1293	417
YBR096W	II	436021	436713	+	693	859
YBR097W	II	436951	441315	+	4365	431
YBR098W	II	441515	443590	+	2076	229
YBR099C	II	442924	443307	-	384	0
YBR101C	II	443821	444693	-	873	1395
YBR102C	II	445062	447323	-	2262	706
YBR103W	II	447709	449316	+	1608	645
YBR103C-A	II	449320	449463	-	144	0
YBR104W	II	449667	450656	+	990	1332
YBR105C	II	450881	451969	-	1089	397
YBR106W	II	452658	453224	+	567	7647
YBR107C	II	453793	454530	-	738	298
YBR108W	II	454822	457665	+	2844	476
YBR109C	II	457919	458362	-	444	1719
YBR109W-A	II	458608	458832	+	225	17
YBR110W	II	458872	460221	+	1350	870
YBR111C	II	461178	461873	-	696	768
YBR111W-A	II;II;II	462139;462290;462500	462209;462429;462579	+;+;+	291	373
YBR112C	II	462870	465770	-	2901	1636
YBR113W	II	465566	466048	+	483	63
YBR114W	II	467248	469620	+	2373	388
YBR115C	II	469748	473926	-	4179	7707
YBR116C	II	474199	474726	-	528	1
YBR117C	II	474392	476437	-	2046	150
YBR118W	II	477671	479047	+	1377	27063
YBR119W	II;II	479338;479435	479345;480323	+;+	897	347
YBR120C	II	480435	480923	-	489	363
YBR121C	II	481364	483367	-	2004	5938
YBR121C-A	II	482326	482484	-	159	0
YBR122C	II	483970	484503	-	534	1253
YBR123C	II	484742	486691	-	1950	504
YBR124W	II	486507	486866	+	360	0
YBR125C	II	487199	488380	-	1182	667
YBR126C	II	488905	490392	-	1488	1825
YBR126W-A	II	490850	491056	+	207	9
YBR126W-B	II	490927	491070	+	144	10
YBR127C	II	491269	492822	-	1554	4640
YBR128C	II	493081	494115	-	1035	91
YBR129C	II	494353	495339	-	987	556
YBR130C	II	495592	496869	-	1278	847
YBR131W	II	497163	499277	+	2115	288
YBR131C-A	II	497650	497739	-	90	0
YBR132C	II	499652	501442	-	1791	214
YBR133C	II	501804	504287	-	2484	985
YBR134W	II	504243	504644	+	402	7
YBR135W	II	504854	505306	+	453	399
YBR136W	II	505668	512774	+	7107	430
YBR137W	II	513044	513583	+	540	433
YBR138C	II	513762	515336	-	1575	219
YBR139W	II	515664	517190	+	1527	597
YBR140C	II	517350	526628	-	9279	1725
YBR141C	II	527025	528038	-	1014	186
YBR141W-A	II	527167	527262	+	96	0
YBR142W	II	528317	530638	+	2322	1242
YBR143C	II	530869	532182	-	1314	4533
YBR144C	II	533235	533549	-	315	5
YBR145W	II	533762	534817	+	1056	750
YBR146W	II	535260	536096	+	837	1548
YBR147W	II	536575	537465	+	891	372
YBR148W	II	537876	539705	+	1830	92
YBR149W	II	539987	541021	+	1035	1263
YBR150C	II	541209	544493	-	3285	435
YBR151W	II	545028	545978	+	951	1328
YBR152W	II	546376	547251	+	876	211
YBR153W	II	547460	548194	+	735	291
YBR154C	II	548362	549009	-	648	1680
YBR155W	II	549771	550928	+	1158	770
YBR156C	II	551104	553200	-	2097	381
YBR157C	II	553543	554310	-	768	273
YBR158W	II	556549	558198	+	1650	1880
YBR159W	II	558685	559728	+	1044	2286
YBR160W	II	560078	560974	+	897	632
YBR161W	II	561634	562764	+	1131	409
YBR162C	II	563203	564570	-	1368	6938
YBR162W-A	II	565231	565428	+	198	1224
YBR163W	II	565723	567480	+	1758	517
YBR164C	II	567875	568426	-	552	1099
YBR165W	II	568852	569685	+	834	382
YBR166C	II	569842	571200	-	1359	827
YBR167C	II	571468	571890	-	423	160
YBR168W	II	572371	573612	+	1242	283
YBR169C	II	573915	575996	-	2082	349
YBR170C	II	576344	578086	-	1743	802
YBR171W	II	578364	578984	+	621	1001
YBR172C	II	579150	581372	-	2223	1397
YBR173C	II	581726	582172	-	447	1152
YBR174C	II	582338	582652	-	315	1
YBR175W	II	582408	583355	+	948	379
YBR176W	II	583720	584658	+	939	390
YBR177C	II	584807	586162	-	1356	1954
YBR178W	II	586071	586445	+	375	2
YBR179C	II	586547	589114	-	2568	843
YBR180W	II	589741	591459	+	1719	51
YBR181C	II;II	591712;592769	592416;592774	-;-	711	12436
YBR182C	II	593506	594864	-	1359	97
YBR182C-A	II	595361	595555	-	195	13
YBR183W	II	596115	597065	+	951	264
YBR184W	II	597363	598934	+	1572	117
YBR185C	II	599123	599959	-	837	552
YBR186W	II;II	600553;602217	602103;602360	+;+	1695	102
YBR187W	II	602634	603476	+	843	1921
YBR188C	II	603685	604107	-	423	189
YBR189W	II;II	604508;604928	604514;605508	+;+	588	18494
YBR190W	II	605966	606277	+	312	3
YBR191W	II;II	606270;606669	606280;607140	+;+	483	10851
YBR191W-A	II	607149	607223	+	75	15
YBR192W	II	607652	608785	+	1134	707
YBR193C	II	609082	609753	-	672	200
YBR194W	II	610038	610409	+	372	127
YBR195C	II	610614	611882	-	1269	326
YBR196C	II	612236	613900	-	1665	13518
YBR196C-A	II	614024	614173	-	150	19
YBR196C-B	II	614526	614630	-	105	22
YBR197C	II	615203	615856	-	654	317
YBR198C	II	616127	618523	-	2397	1258
YBR199W	II	618909	620303	+	1395	2009
YBR200W	II	620872	622527	+	1656	721
YBR200W-A	II	622983	623147	+	165	3
YBR201W	II	623576	624211	+	636	227
YBR201C-A	II	624493	624696	-	204	29
YBR202W	II	625772	628309	+	2538	978
YBR203W	II	629168	631942	+	2775	238
YBR204C	II	632254	633381	-	1128	384
YBR205W	II	633622	634836	+	1215	1103
YBR206W	II	634601	634924	+	324	26
YBR207W	II	635146	636543	+	1398	1199
YBR208C	II	636703	642210	-	5508	907
YBR209W	II	642583	642900	+	318	57
tC(GCA)B	II	643007	643078	-	72	0
tE(UUC)B	II	645167	645238	+	72	0
YBR210W	II	645550	645978	+	429	416
YBR211C	II	646158	647132	-	975	317
YBR212W	II	647886	649904	+	2019	841
YBR213W	II	650368	651192	+	825	737
YBR214W	II	651415	652998	+	1584	376
YBR215W	II;II	653356;653453	653368;655317	+;+	1878	506
YBR216C	II	655576	657600	-	2025	653
YBR217W	II	657832	658392	+	561	158
YBR218C	II	658707	662249	-	3543	4249
YBR219C	II;II	662499;663003	662581;663303	-;-	384	4
YBR220C	II	662995	664677	-	1683	588
YBR221C	II	665153	666253	-	1101	4025
YBR221W-A	II	666538	666642	+	105	0
YBR222C	II	666720	668351	-	1632	578
YBR223C	II	668663	670297	-	1635	161
YBR223W-A	II	668721	668840	+	120	0
YBR224W	II	670125	670640	+	516	0
YBR225W	II	670627	673329	+	2703	305
YBR226C	II	673155	673565	-	411	7
YBR227C	II	673572	675134	-	1563	1063
YBR228W	II	675313	676227	+	915	224
YBR229C	II	676357	679221	-	2865	944
YBR230C	II;II	679549;680040	679942;680050	-;-	405	377
YBR230W-A	II	680362	680562	+	201	156
LSR1	II	680688	681862	-	1175	208
YBR231C	II	682179	683090	-	912	385
YBR232C	II	683373	683732	-	360	16
YBR233W	II	683428	684669	+	1242	216
YBR233W-A	II	684977	685261	+	285	337
YBR234C	II	685438	686592	-	1155	1507
YBR235W	II	686901	690263	+	3363	860
YBR236C	II	690383	691693	-	1311	895
YBR237W	II	691969	694518	+	2550	623
YBR238C	II	695107	697302	-	2196	328
YBR239C	II	698354	699943	-	1590	206
YBR240C	II	700490	701842	-	1353	57
YBR241C	II	702589	704055	-	1467	245
YBR242W	II	704670	705386	+	717	589
YBR243C	II	705447	706793	-	1347	729
YBR244W	II	707528	708016	+	489	217
YBR245C	II	708150	711539	-	3390	1035
YBR246W	II	711591	712754	+	1164	579
YBR247C	II	713004	714455	-	1452	1273
YBR248C	II	714807	716465	-	1659	3065
YBR249C	II	716882	717994	-	1113	4692
YBR250W	II	719033	720604	+	1572	42
YBR251W	II	721390	722313	+	924	559
YBR252W	II	722611	723054	+	444	740
YBR253W	II	723270	723635	+	366	245
YBR254C	II	723736	724263	-	528	312
YBR255W	II	724456	726540	+	2085	411
YBR255C-A	II;II	726618;727012	726917;727074	-;-	363	243
YBR256C	II	727386	728102	-	717	1469
YBR257W	II	728885	729724	+	840	220
YBR258C	II	729734	730162	-	429	111
YBR259W	II	730387	732453	+	2067	358
YBR260C	II	732639	734639	-	2001	566
YBR261C	II	734832	735530	-	699	666
YBR262C	II	735720	736040	-	321	477
YBR263W	II	736264	737736	+	1473	2294
YBR264C	II	737770	738369	-	600	158
YBR265W	II	738582	739544	+	963	676
YBR267W	II	739841	741022	+	1182	478
YBR266C	II	739936	740388	-	453	0
YBR268W	II	741299	741616	+	318	495
YBR269C	II	742160	742576	-	417	350
YBR270C	II	742761	744398	-	1638	146
YBR271W	II	744852	746111	+	1260	347
YBR272C	II	746361	747803	-	1443	522
YBR273C	II	748061	749371	-	1311	723
YBR274W	II	749594	751177	+	1584	403
YBR275C	II	751356	757106	-	5751	1401
YBR276C	II	757620	760043	-	2424	1351
YBR277C	II	760215	760616	-	402	0
YBR278W	II	760294	760899	+	606	138
YBR279W	II	761257	762594	+	1338	1364
YBR280C	II	762784	764697	-	1914	271
YBR281C	II	764970	767606	-	2637	1009
YBR282W	II	768240	768680	+	441	529
YBR283C	II	768943	770415	-	1473	4371
YBR284W	II	771239	773632	+	2394	121
YBR285W	II	773922	774356	+	435	34
YBR286W	II	774700	776313	+	1614	4676
YBR287W	II	776571	777854	+	1284	1419
YBR288C	II	778012	779463	-	1452	597
YBR289W	II	779667	782384	+	2718	527
YBR290W	II	782591	783556	+	966	859
YBR291C	II	783673	784572	-	900	2564
YBR292C	II	784702	785073	-	372	21
YBR293W	II	787006	788430	+	1425	410
YBR294W	II	789235	791814	+	2580	3029
YBR295W	II	792849	796499	+	3651	473
YBR296C	II	796798	798522	-	1725	308
YBR296C-A	II	800123	800242	-	120	2
YBR297W	II	800523	801929	+	1407	526
YBR298C	II	802631	804475	-	1845	475
YBR298C-A	II	805035	805256	-	222	4
YBR299W	II	805351	807105	+	1755	70
YBR300C	II	808600	809097	-	498	0
YBR301W	II	809057	809419	+	363	6
YBR302C	II	810340	811479	-	1140	45
YNL339C	XIV;XIV	371;6080	5931;6098	-;-	5580	103
YNL339W-B	XIV	734	1216	+	483	0
YNL339W-A	XIV	1517	2092	+	576	0
YNL338W	XIV	6561	6719	+	159	0
YNL337W	XIV	7165	7419	+	255	0
YNL336W	XIV	8330	9475	+	1146	415
YNL335W	XIV	11452	12129	+	678	19
YNL334C	XIV	12208	12876	-	669	42
YNL333W	XIV	13267	14163	+	897	72
YNL332W	XIV	14832	15854	+	1023	22
YNL331C	XIV	16118	17248	-	1131	213
YNL330C	XIV	18001	19302	-	1302	1247
YNL329C	XIV	19541	22633	-	3093	802
YNL328C	XIV	22834	23274	-	441	65
YNL327W	XIV	24048	27173	+	3126	4309
YNL326C	XIV	27337	28347	-	1011	322
YNL325C	XIV	28739	31378	-	2640	291
YNL324W	XIV	31050	31445	+	396	1
YNL323W	XIV	31944	33188	+	1245	1030
YNL322C	XIV	33294	34235	-	942	1192
YNL321W	XIV	34696	37422	+	2727	1024
YNL320W	XIV	37700	38554	+	855	442
YNL319W	XIV	38642	39082	+	441	9
YNL318C	XIV	38707	40329	-	1623	2
YNL317W	XIV	40619	42016	+	1398	281
YNL316C	XIV	42071	43075	-	1005	405
YNL315C	XIV	43324	44280	-	957	1045
YNL314W	XIV	44447	45214	+	768	179
YNL313C	XIV	45308	48022	-	2715	1302
YNL312W	XIV;XIV	48287;48402	48293;49216	+;+	822	760
YNL311C	XIV	49397	51688	-	2292	620
YNL310C	XIV	51907	52431	-	525	330
YNL309W	XIV	52662	53924	+	1263	274
YNL308C	XIV	54122	55897	-	1776	2318
YNL307C	XIV	56446	57573	-	1128	2097
YNL306W	XIV	58155	58808	+	654	1265
YNL305C	XIV	58898	59791	-	894	554
YNL304W	XIV	60297	61550	+	1254	194
YNL303W	XIV	61510	61857	+	348	100
YNL302C	XIV;XIV	61958;62924	62372;62943	-;-	435	13090
YNL301C	XIV;XIV	63570;64451	64018;64562	-;-	561	3192
YNL300W	XIV	65744	66052	+	309	721
YNL299W	XIV	66517	68445	+	1929	582
YNL298W	XIV	68915	71443	+	2529	808
YNL297C	XIV	71673	76583	-	4911	1173
YNL296W	XIV	76273	76587	+	315	0
YNL295W	XIV	76946	78520	+	1575	460
YNL294C	XIV	78659	80260	-	1602	752
YNL293W	XIV	80640	82541	+	1902	421
YNL292W	XIV	82806	84017	+	1212	596
YNL291C	XIV	84169	85815	-	1647	667
YNL290W	XIV	86218	87240	+	1023	864
YNL289W	XIV	87897	88736	+	840	736
snR40	XIV	89210	89306	+	97	14
YNL288W	XIV	90303	91424	+	1122	872
YNL287W	XIV	91994	94801	+	2808	2845
YNL286W	XIV	95223	96080	+	858	326
YNL285W	XIV	96173	96544	+	372	13
tG(UCC)N	XIV	96241	96312	-	72	0
YNL284C-B	XIV;XIV	96964;100928	100926;102232	-;-	5268	662
YNL284C-A	XIV	100910	102232	-	1323	0
tN(GUU)N1	XIV	102716	102789	+	74	8
YNL284C	XIV	103134	104102	-	969	1346
tT(AGU)N1	XIV	104805	104877	+	73	5
YNL283C	XIV	105184	106695	-	1512	1309
YNL282W	XIV	107687	108274	+	588	226
YNL281W	XIV	108467	108928	+	462	1935
YNL280C	XIV	109095	110411	-	1317	1727
YNL279W	XIV	110917	112902	+	1986	150
YNL278W	XIV	113271	116453	+	3183	466
YNL277W-A	XIV	116679	116867	+	189	25
YNL277W	XIV	117349	118809	+	1461	2206
YNL276C	XIV	118431	118826	-	396	10
YNL275W	XIV	119268	120998	+	1731	258
YNL274C	XIV	121118	122170	-	1053	308
YNL273W	XIV	122883	126599	+	3717	600
YNL272C	XIV	126805	129084	-	2280	1068
YNL271C	XIV	129522	135383	-	5862	1499
YNL270C	XIV	135940	137661	-	1722	12
YNL269W	XIV	137699	138094	+	396	2
YNL268W	XIV	138550	140385	+	1836	2575
YNL267W	XIV	140878	144078	+	3201	1274
YNL266W	XIV	144245	144664	+	420	4
YNL265C	XIV;XIV	144280;145255	145149;145281	-;-	897	213
YNL264C	XIV	145563	146615	-	1053	374
YNL263C	XIV	146896	147840	-	945	953
YNL262W	XIV	148212	154880	+	6669	1159
YNL261W	XIV	155100	156539	+	1440	444
YNL260C	XIV	156859	157455	-	597	176
YNL259C	XIV	157644	157865	-	222	856
YNL258C	XIV	158109	160373	-	2265	988
YNL257C	XIV	160631	164320	-	3690	1040
YNL256W	XIV	164623	167097	+	2475	1585
YNL255C	XIV	167329	167790	-	462	2910
YNL254C	XIV	168043	169248	-	1206	291
YNL253W	XIV	170018	171286	+	1269	379
YNL252C	XIV	171441	172286	-	846	906
YNL251C	XIV	172588	174315	-	1728	941
YNL250W	XIV	175410	179348	+	3939	462
YNL249C	XIV	179394	181022	-	1629	266
YNL248C	XIV	181361	182608	-	1248	2320
YNL247W	XIV	182875	185178	+	2304	2903
YNL246W	XIV;XIV	185460;185587	185491;186349	+;+	795	741
YNL245C	XIV	186346	186885	-	540	180
YNL244C	XIV	187170	187496	-	327	3153
YNL243W	XIV	188051	190957	+	2907	2250
YNL242W	XIV	191324	196102	+	4779	427
YNL241C	XIV	196426	197943	-	1518	5425
YNL240C	XIV	198502	199977	-	1476	537
YNL239W	XIV	200569	201933	+	1365	1281
YNL238W	XIV	202428	204872	+	2445	1246
YNL237W	XIV	205188	206567	+	1380	251
YNL236W	XIV	206930	209854	+	2925	505
YNL235C	XIV	209548	209979	-	432	1
YNL234W	XIV	210233	211513	+	1281	116
YNL233W	XIV	211922	214600	+	2679	646
YNL232W	XIV	214923	215801	+	879	724
YNL231C	XIV	215987	217042	-	1056	2007
YNL230C	XIV	217523	218662	-	1140	285
YNL229C	XIV	219137	220201	-	1065	1018
YNL228W	XIV	220645	221421	+	777	0
YNL227C	XIV	220659	222431	-	1773	300
YNL226W	XIV	222239	222649	+	411	2
YNL225C	XIV	222724	224469	-	1746	510
YNL224C	XIV	224796	227099	-	2304	486
YNL223W	XIV	227370	228854	+	1485	171
YNL222W	XIV	229094	229714	+	621	335
snR19	XIV	230105	230672	-	568	82
YNL221C	XIV	231068	233695	-	2628	1546
YNL220W	XIV	234413	235714	+	1302	8583
YNL219C	XIV	235996	237663	-	1668	1095
YNL218W	XIV	238238	240001	+	1764	375
YNL217W	XIV	240331	241311	+	981	874
YNL216W	XIV	241689	244172	+	2484	1229
YNL215W	XIV	244468	245430	+	963	785
YNL214W	XIV	245617	246216	+	600	126
YNL213C	XIV	246460	247104	-	645	411
YNL212W	XIV	247461	249809	+	2349	1188
YNL211C	XIV	250055	250315	-	261	101
YNL210W	XIV	250931	251743	+	813	69
YNL209W	XIV	252059	253900	+	1842	16824
YNL208W	XIV	254418	255017	+	600	2320
YNL207W	XIV	255353	256630	+	1278	757
YNL206C	XIV	256788	258155	-	1368	845
YNL205C	XIV	258155	258577	-	423	1
YNL204C	XIV	258375	259277	-	903	58
YNL203C	XIV	259439	260050	-	612	10
YNL202W	XIV	259578	260456	+	879	52
YNL201C	XIV	260627	263203	-	2577	649
YNL200C	XIV	263713	264453	-	741	157
YNL199C	XIV	264926	266530	-	1605	872
YNL198C	XIV	266514	266816	-	303	26
YNL197C	XIV	267608	269593	-	1986	1257
YNL196C	XIV	270275	271171	-	897	60
YNL195C	XIV	271523	272308	-	786	63
YNL194C	XIV	272710	273615	-	906	137
YNL193W	XIV	274368	276044	+	1677	362
YNL192W	XIV	276502	279897	+	3396	3644
YNL191W	XIV	280432	281505	+	1074	494
YNL190W	XIV	282395	283009	+	615	2618
YNL189W	XIV	284260	285888	+	1629	2059
YNL188W	XIV	286308	287609	+	1302	536
YNL187W	XIV	287994	289067	+	1074	167
YNL186W	XIV	289498	291876	+	2379	1798
YNL185C	XIV	292193	292669	-	477	388
YNL184C	XIV	292557	292883	-	327	0
YNL183C	XIV	293137	295509	-	2373	1226
YNL182C	XIV	295960	297627	-	1668	850
YNL181W	XIV	298335	299558	+	1224	761
YNL180C	XIV	299654	300649	-	996	1558
YNL179C	XIV	300666	301103	-	438	106
YNL178W	XIV	302680	303402	+	723	24591
YNL177C	XIV	303686	304615	-	930	1385
YNL176C	XIV	305070	306980	-	1911	849
YNL175C	XIV	307401	308612	-	1212	710
YNL174W	XIV	308074	308646	+	573	0
YNL173C	XIV	308957	310057	-	1101	902
YNL172W	XIV	310636	315882	+	5247	562
YNL171C	XIV	315629	315997	-	369	0
YNL170W	XIV	315978	316373	+	396	29
YNL169C	XIV	316169	317671	-	1503	1285
YNL168C	XIV	318030	318809	-	780	545
YNL167C	XIV	319416	321359	-	1944	677
YNL166C	XIV	322219	323565	-	1347	1151
YNL165W	XIV	323832	325052	+	1221	258
YNL164C	XIV	325265	326320	-	1056	392
YNL163C	XIV	326741	330073	-	3333	1064
YNL162W-A	XIV	330329	330547	+	219	98
YNL162W	XIV;XIV	331322;331838	331325;332154	+;+	321	9595
YNL161W	XIV	332597	334867	+	2271	1212
YNL160W	XIV	336545	337609	+	1065	346
YNL159C	XIV	338478	339347	-	870	336
YNL158W	XIV	339612	340208	+	597	376
YNL157W	XIV	340352	340858	+	507	579
YNL156C	XIV	341069	341968	-	900	1350
YNL155W	XIV	342516	343340	+	825	1441
YNL154C	XIV	343636	345276	-	1641	2047
YNL153C	XIV	345669	346058	-	390	883
YNL152W	XIV	346313	347542	+	1230	394
YNL151C	XIV	347766	348521	-	756	813
YNL150W	XIV	349251	349658	+	408	26
YNL149C	XIV	349367	349756	-	390	143
YNL148C	XIV	349907	350671	-	765	207
YNL147W	XIV;XIV	350940;351054	350957;351383	+;+	348	538
YNL146C-A	XIV	351386	351580	-	195	38
YNL146W	XIV	351715	352017	+	303	91
YNL145W	XIV	352414	352530	+	117	2354
YNL144C	XIV	352820	355042	-	2223	156
YNL144W-A	XIV	353061	353144	+	84	0
YNL143C	XIV	356794	357186	-	393	61
YNL142W	XIV	357453	358952	+	1500	2075
YNL141W	XIV	359596	360639	+	1044	1473
YNL140C	XIV	360917	361486	-	570	0
YNL139C	XIV	360924	365717	-	4794	737
YNL138W-A	XIV;XIV	366033;366158	366035;366412	+;+	258	146
YNL138W	XIV	366741	368321	+	1581	1909
YNL137C	XIV	368595	370055	-	1461	1866
YNL136W	XIV	370368	371645	+	1278	681
YNL135C	XIV	371882	372226	-	345	2600
YNL134C	XIV	372451	373581	-	1131	2032
YNL133C	XIV	374171	374692	-	522	163
tF(GAA)N	XIV;XIV	374869;374924	374905;374959	+;+	73	2
YNL132W	XIV	375321	378491	+	3171	1901
YNL131W	XIV	378767	379225	+	459	1798
YNL130C	XIV;XIV	379558;380782	380689;380831	-;-	1182	2713
YNL130C-A	XIV	381245	381391	-	147	27
YNL129W	XIV	381480	382202	+	723	374
YNL128W	XIV	382359	383663	+	1305	66
YNL127W	XIV	383987	386848	+	2862	655
YNL126W	XIV	387227	389767	+	2541	583
YNL125C	XIV	390146	392167	-	2022	349
YNL124W	XIV	392892	394370	+	1479	656
YNL123W	XIV	394685	397678	+	2994	1609
YNL122C	XIV	398023	398370	-	348	352
YNL121C	XIV	398684	400537	-	1854	3499
YNL120C	XIV	401033	401518	-	486	0
YNL119W	XIV	401040	402521	+	1482	366
YNL118C	XIV	402652	405564	-	2913	1770
YNL117W	XIV	406358	408022	+	1665	66
YNL116W	XIV	408341	409909	+	1569	526
YNL115C	XIV	410119	412053	-	1935	674
YNL114C	XIV	412684	413055	-	372	1
YNL113W	XIV	412771	413199	+	429	166
YNL112W	XIV;XIV	413639;415914	414911;416281	+;+	1641	3002
YNL111C	XIV	416940	417302	-	363	2445
YNL110C	XIV	417826	418488	-	663	1005
YNL109W	XIV	418964	419509	+	546	4
YNL108C	XIV	419014	419826	-	813	159
YNL107W	XIV	420098	420778	+	681	247
YNL106C	XIV	420944	424495	-	3552	372
YNL105W	XIV	424155	424583	+	429	0
YNL104C	XIV	424895	426754	-	1860	5804
YNL103W-A	XIV	426719	426808	+	90	150
YNL103W	XIV	427735	429753	+	2019	1132
YNL102W	XIV	430087	434493	+	4407	1264
YNL101W	XIV	434999	437140	+	2142	1400
YNL100W	XIV	437613	438317	+	705	943
YNL099C	XIV	438567	439283	-	717	657
YNL098C	XIV	439602	440570	-	969	2104
YNL097C-B	XIV	440797	440919	-	123	111
YNL097C	XIV	441366	442358	-	993	262
YNL097W-A	XIV	441431	441586	+	156	0
tL(CAA)N	XIV;XIV	443006;443076	443043;443119	+;+	82	1
YNL096C	XIV;XIV	443398;444172	443826;444315	-;-	573	5877
YNL095C	XIV	444912	446840	-	1929	456
YNL094W	XIV	447611	449374	+	1764	979
YNL093W	XIV	449868	450530	+	663	28
YNL092W	XIV	450871	452073	+	1203	79
YNL091W	XIV	452408	456130	+	3723	1730
YNL090W	XIV	456565	457143	+	579	205
YNL089C	XIV	456693	457169	-	477	20
YNL088W	XIV	457704	461990	+	4287	1783
YNL087W	XIV	462411	465947	+	3537	3703
YNL086W	XIV	466334	466642	+	309	117
YNL085W	XIV	467131	469623	+	2493	1873
YNL084C	XIV	470053	471102	-	1050	1259
YNL083W	XIV	471377	472861	+	1485	459
YNL082W	XIV	473391	476012	+	2622	476
YNL081C	XIV	476188	476619	-	432	832
